company,ticker,title,body,date,replies
General Motors,GM,What should I do as a new college hire?,"Hi everyone, first I'd like to thank you all for posting here. It's been helpful to read the different perspectives you all have on the state of the company and what I might be getting myself into. I do realize this site is only a small sample of...
read more",2019-02-26,11
General Motors,GM,Bonus Payout for ISP,Anyone receive a formal reply from GM on timing of TeamGM payout for involuntary separation program?,2019-02-26,6
General Motors,GM,Layoff without much thoughts,"I was laid-off after working 11 yrs at GM since college grad with either met expectation or exceed expectation. I was expecting to continue to grow within GM and be a lifetime GM employee. But I guess there is no such thing as company loyalty...
read more",2019-02-26,21
General Motors,GM,unemployment?,Has anyone explored unemployment benefits yet? I am reading the info and sounds like can't do until March 1st at the earliest if you worked at WTC,2019-02-26,3
General Motors,GM,"What are you buying now instead of GM? For me, it's Honda.",no body text,2019-02-26,26
General Motors,GM,"Layoffs and ""The Media"". The Reality.","Found this post on the Ford Layoff site. I often times see people post about the ""media"" or ""news"" when commenting about auto industry layoffs. People need to realize that the media will not ""bite the hand that feeds it"". That is why you see the...
read more",2019-02-25,8
General Motors,GM,Liars.,no body text,2019-02-25,11
General Motors,GM,Salary Share Thread for GM,"This has 120 replies, and 10K views... People are sharing their salaries: @X9KJPTO or https://www.thelayoff.com/t/X9KJPTO",2019-02-25,1
General Motors,GM,Making the troubles look like a strategic decision?,"GM is not in a good place right now, we all know that. Many projects had a totally wrong concept and if it wasn’t for the truck sales that we owe more to tradition and people being used to GM trucks than to delivering a quality product, God knows...
read more",2019-02-25,6
General Motors,GM,"Mark Reuss has ""gasoline running through his veins""",but the future is electric. Isn't this an oxymoron? Also Mary needs to go.Styock price is no better then the IPO and market share is shinking.,2019-02-24,6
General Motors,GM,"Vacation this week, give notice on Friday, start new job on Monday",This is going to be my most enjoyable week in years.,2019-02-24,6
Genesco Inc.,GCO,Genesco Layoffs 2019,Do you think there will be Genesco Layoffs in 2019?,2018-10-30,0
Genesco Inc.,GCO,Genesco Future,How will things be in the future of Genesco - growth?,2017-10-15,0
Genesco Inc.,GCO,Genesco Layoffs 2018,I needed to vent here a bit as there are many rumors and (maybe lies) about layoffs in Nashville.,2017-10-15,1
Genesco Inc.,GCO,Genesco Layoffs 2017,Do you really think that our fine and modest executives are that stupid to leak info about layoffs in Nashville.,2016-11-23,0
Genesco Inc.,GCO,Genesco Expanding in 2017,"Do you expect Genesco to grow big time in 2017 and if yes, in what areas and geographies you see the most growth happening. Is this something that's just a rumor or is this something that you may have more details on. I know that rumors say that 2017...
read more",2016-10-13,0
Genesco Inc.,GCO,Genesco Layoffs 2016,What is the likelihood of Genesco layoffs in Nashville in 2016? Please let me know if you have any information.,2015-11-05,0
Genesco Inc.,GCO,"I thought that we were safe, even tough many competitors were cutting people, do you think we'll cut here in Nashville?",-,2015-08-03,1
Genesee & Wyoming Inc.,GWR,Nobody stays very long at SJVR,Nobody stays very long here at SJVR We need a educated Trainmaster and better Management. Ventura county Railroad is doing bad enough. Don't pay into Railroad retirement and everybody lives in motels,2019-01-20,0
Genesis Energy L.P.,GEL,Genesis is doing just fine - no layoffs here,"Genesis is doing just fine - no layoffs here. Midstream focus is a sweet spot w/in the energy sector - so, most folks working here are pretty safe.",2011-03-12,0
Genesis Microchip Inc.,GNSS,To Whom It May Concern at Genesis Microchip: Hello - I am an electrical engineer from Malaysia and I have experience with working with...,"To Whom It May Concern at Genesis Microchip: Hello - I am an electrical engineer from Malaysia and I have experience with working with digital image manipulation integrated circuit solutions. If you are interested in interviewing me for a possible...
read more",2011-03-12,0
Genocea Biosciences Inc.,GNCA,Genocea laying off 40 percent of staff,"Buckle up, this will be rocky. http://www.marketwatch.com/story/genocea-shares-nearly-halved-on-shift-in-drug-development-layoffs-2017-09-25",2017-09-28,2
Genomic Health Inc.,GHDX,genomic is awesome - keep it up guys good management good folks good ideas and thriving market that will keep growing,genomic is awesome - keep it up guys good management good folks good ideas and thriving market that will keep growing,2013-10-18,0
Genoptix Inc.,GXDX,2014 Cuts are immanent,"Get ready, Geoptix will be cutting resources very soon - I just heard rumors so I cannot back this with hard cold facts, but I've heard it from multiple sides.",2014-02-27,1
Gentex Corp.,GNTX,Gentex Layoff Updates,Please post if you have any info on layoffs at Gentex (this is as of June 2017) - if you have old info with locations and levels who were laid off please post this as well.,2017-06-01,0
Gentex Corp.,GNTX,Gentex and 2014 Layoffs,Do you think we'll have layoffs like our competitors? Is 2014 going to be a horrible year?,2014-03-08,0
Gentium S.p.A.,GENT,Jazz deal,What do you guys think about all this Jazz hoopla? 1 billion wasted?,2014-01-27,0
Gentiva Health Services Inc.,GTIV,Hiring a lot of nurses,No layoffs for now. Hiring a lot here at Gentiva. We will see what happens in 2019 but for now no job cuts.,2018-11-22,0
Gentiva Health Services Inc.,GTIV,Who's running this show anyway? Don't look for loyalty from this employer.,"Gentiva offers this page but obviously, pays no attention to it. So, they lay-off the most senior and experienced of the staff. I'm thinking this doesn't say much about the quality of care that they will be offering now. No loyalty to long-term...
read more",2016-11-11,0
Gentiva Health Services Inc.,GTIV,obamacare? impacts? doomsday?,obamacare? impacts? doomsday?,2013-10-18,0
Gentiva Health Services Inc.,GTIV,"layoffs never stop here, hire, hire, fire, fire, that's the pattern","layoffs never stop here, hire, hire, fire, fire, that's the pattern",2013-10-11,0
Genuine Parts Co.,GPC,Genuine Parts Layoffs 2019,"If the economy turns around, do you anticipate any Genuine Parts Layoffs in 2019?",2018-10-30,0
Genuine Parts Co.,GPC,Genuine Parts Layoffs 2018,I need to know when layoffs will happen here in Atlanta.,2017-10-15,0
Genuine Parts Co.,GPC,Genuine Parts Layoffs 2017,Has the layoff been announced - I am referring to layoffs in Atlanta.,2016-11-23,1
Genuine Parts Co.,GPC,Genuine Parts Layoffs 2016,What is the likelihood of Genuine Parts layoffs in Atlanta in 2016? Please let me know if you have any information.,2015-11-05,0
Genuine Parts Co.,GPC,"I know that this sounds like a broken record, but some folks are talking about possibly having layoffs in Atlanta?",-,2015-08-03,0
Genworth Financial Inc.,GNW,70 will be laid off in Richmond and 200 in Lynchburg,"Things are not good - really, things are crazy right now, rumors are flying and people are upset and worried about layoffs - 2016 job cuts are the biggest layoffs so far for Genworth and as the market tanks I guarantee you that things will continue...
read more",2016-02-08,1
Genworth Financial Inc.,GNW,Layoffs tomorrow 2/5,The company announced significant headcount reductions by end of the week to get a $50 mm savings.,2016-02-04,0
Geo Group Inc.,GEO,GEO Layoffs 2019,Thoughts? Any GEO Layoffs in 2019?,2018-10-30,0
Geo Group Inc.,GEO,GEO Layoffs 2018,"Redundancies, RIFs, Layoffs, Job Cuts, Redunancies there is a ton of names for letting people go - do you really think that we'll be affected here in Boca Raton.",2017-10-15,0
Geo Group Inc.,GEO,Geo Group can't afford more layoffs,"They layoff officers then slam their remaining officers with 20 hour shifts. This causes fatigue and unsafe work conditions. Working around detainees/inmates, this is unacceptable. Then they fire people for falling asleep or making mental errors. How...
read more",2017-07-14,1
Geo Group Inc.,GEO,Adelanto Detention Facility Layoffs,Has anyone heard about the adf facility going threw layoffs. For almost 200 employees?,2017-07-08,2
Geo Group Inc.,GEO,GEO Layoffs 2017,How many times do we need to be surprised - I am not - do you think that we might have job cuts in corporate again - here in Boca Raton.,2016-11-23,0
Geo Group Inc.,GEO,GEO Layoffs 2016,What is the likelihood of GEO layoffs in Boca Raton in 2016? Please let me know if you have any information.,2015-11-05,0
GeoGlobal Resources Inc.,GGR,2015 chances of layoffs,Do you think that falling oil prices will adversly affect us and cause layoffs in 2015? How about the corporate office?,2015-01-11,1
GeoMet Inc.,GMET,Did you sell Alabama coal bed methane interests,"That's what I heard, is this true?",2015-01-11,0
GeoPetro Resources Co.,GPR,A Great company that it is not great any more,"Things changed over time, new managers rolled in and all things that were great about GeoPetro are not great any more. I left in 2008, I am not sure how they are doing now but I wish you good luck anyway",2015-01-11,0
GeoResources Inc.,GEOI,Trend? Layoffs?,"Are you following the trend at GeoResources? If yes, you'll be like all oil and gas companies - 2015 is the year of layoffs",2015-01-11,0
Geokinetics Inc.,GOK,"What does Willie Nelson sing ? "" Turn Out The Lights, The Party's Over ""","From the Geophysical Line to the Unemployment Line, AGAIN ! I bet the Fat Cats aren't losing a damn thing as usual. When will we ever learn ? Go Green, Young Man --- Go Green !",2016-04-20,0
Georgia Gulf Corp.,GGC,GG Layoffs in 2015,"Every manufacturer and marketer of chlorovinyls and aromatics is struggling right now. We just hit our 52 week low. You can expect something to happen very quickly, I think we'll be letting people go in 2015.",2014-10-01,0
Georgia Gulf Corp.,GGC,constant and malicious rumors are being spread about layoffs at GG,"constant and malicious rumors are being spread about layoffs at GG. the co is in a good shape, so dont fear, all will be fine",2009-05-30,0
Georgia Power,GAR,Georgia Power Layoffs,Seems like some big announcements are coming but hard to get any information. Anybody hear any rumors? Any rumors for Supply Chain?,2018-09-22,0
Georgia Power,GAR,Any updates about layoffs? How about 2017 plans?,"Cannot find any info, anybody has updates?",2016-07-25,0
Georgia Power,GAR,"570 jobs to be cut statewide in Georgia Power, but Watkins said the total impact on employees will be less.","Georgia Power announced 570 job cuts by October, but according to Watkins only 270 employees will actually be affected since the company prepared about 300 new openings for those who lose their current jobs.",2016-07-19,1
Geospace Technologies Corp.,GEOS,over 500 manufacturing layoffs in the last year,no body text,2016-02-11,0
Geospace Technologies Corp.,GEOS,154 people got laidoff on 1/8/2016.,no body text,2016-01-11,1
Gerber Scientific Inc.,GRB,Gerber Scientific Layoffs - 2014 First Part,Do you know who might be let go this year? Gerber used to be a great company,2014-05-09,0
Gerdau AmeriSteel Corp.,GNA,Cambridge melt shop / Orion Place.,"Back this Summer, 100 hit",2013-11-11,0
Gerdau AmeriSteel Corp.,GNA,"Q1 is typically a good quarter - I am hoping that they will stop layoffs once business improves, last couple of weeks were nerve wrecking","Q1 is typically a good quarter - I am hoping that they will stop layoffs once business improves, last couple of weeks were nerve wrecking",2012-12-05,0
Gerdau S.A.,GGB,"Fort Smith, AR Bankrupt!",I heard that the Fort Smith Gerdau plant has filed for Bankruptcy this AM!!!,2017-05-01,1
Gerdau S.A.,GGB,Layoffs 2017,Gerdau laid off 45 people in 2017 to reduce SGA costs.,2017-02-08,0
Gerdau S.A.,GGB,"Layoffs at Gerdau Midlothian, TX - 2016 and 2017",Please post if you have any details about layoffs at Gerdau Midlothian - thank you - please post rumors as well,2016-10-14,1
Gerdau S.A.,GGB,20 or so from management on 10/29/15 Special Steel.,no body text,2015-11-16,0
Gerdau S.A.,GGB,Most Location are on Reduced Hours for the Remainder of 2015,no body text,2015-10-29,1
Gerdau S.A.,GGB,"The Beaumont mill isn't laying off at the moment, infact the rolling mill has hired about 6 new employees.",no body text,2015-10-15,0
Gerdau S.A.,GGB,2015 Layoffs at Gerdau,"Anyone has updates on Gerdau layoffs in North America for 2015? As prices of steel continue to drop, I've seen some major redundancies here in UK.",2015-03-29,3
Gerdau S.A.,GGB,Gerdau Ameristeel Cuts in 2013,Over 100 people were cut in Cambridge last year,2014-04-18,1
Gerdau S.A.,GGB,up to 20 folks to be cut in tampa,up to 20 folks to be cut in tampa,2013-08-07,0
Gerdau S.A.,GGB,This board is about Gerday not Kennecott,This board is about Gerday not Kennecott,2013-05-05,0
Gerdau S.A.,GGB,SOUTH JORDAN — Kennecott Utah Copper will lay off workers as a result of a massive landslide last month that crippled its Bingham Canyon Mine...,"SOUTH JORDAN — Kennecott Utah Copper will lay off workers as a result of a massive landslide last month that crippled its Bingham Canyon Mine. The layoff will take place this month as part of cost-cutting measures across the operation, company...
read more",2013-05-05,0
Gerdau S.A.,GGB,Gerdau Steel will lay off about 31 union steelworkers from its St,"Gerdau Steel will lay off about 31 union steelworkers from its St. Paul plant on Friday, Feb. 1, keeping employment levels just above the terms required by the forgivable loan the company received last year from the St. Paul Port Authority and a...
read more",2013-01-31,0
Getty Images Inc.,GYI,2017 Technology/Product layoffs,"April 20, 2017 Dear all, We are writing to you all today to share important news about realignment and investment in Getty Images’ Technology and Product functions. Our significant investments in Technology and Product over the last few years have...
read more",2017-05-02,0
Getty Images Inc.,GYI,2015 Layoffs At Getty Images,"Do you think that we might be having massive layoffs in 2015. Things are not looking good for us, people are scared",2015-03-12,3
Getty Images Inc.,GYI,The Bloomberg News Articles about Getty's Bond status downgraded to JUNK can't be good i(n)vision future layoffs to be coming down pipeline,no body text,2015-03-12,0
Getty Images Inc.,GYI,"People print less, volume is down",This is one of the problems we have at Getty,2014-07-24,0
